iam_role_name,role_subscriber
role-128,user-1442
role-128,user-493
role-128,user-2672
role-128,user-1000
role-129,user-1000
role-129,#N/A
role-129,user-6200
role-129,user-6106
role-129,user-4671
role-129,user-5670
role-129,user-1264
role-129,user-1442
role-130,user-2124
role-130,user-6200
role-130,#N/A
role-130,user-2455
role-130,user-3871
role-130,user-4671
role-130,user-3440
role-130,user-5670
role-130,user-1264
role-130,user-493
role-131,#N/A
role-131,user-6200
role-131,user-6212
role-131,user-7184
role-131,user-6106
role-131,user-5120
role-131,user-1333
role-131,user-3776
role-131,user-4671
role-131,user-1297
role-131,user-3440
role-131,user-417
role-131,user-5670
role-131,user-1662
role-131,user-2168
role-131,user-1264
role-131,user-1442
role-131,user-493
role-131,user-5359
role-131,user-2724
role-131,user-399
role-131,user-1644
role-131,user-1332
role-131,user-1000
role-131,user-1650
role-132,#N/A
role-132,user-2455
role-132,user-5670
role-132,user-4724
role-133,#N/A
role-133,user-6329
role-133,user-1125
role-133,user-23
role-133,user-747
role-133,user-810
role-133,user-4755
role-133,user-6733
role-133,user-5983
role-133,user-5078
role-133,user-669
role-133,user-5359
role-133,user-3700
role-133,user-4609
role-133,user-7080
role-133,user-1644
role-133,user-2436
role-133,user-3471
role-133,user-2124
role-133,user-3661
role-134,#N/A
role-134,user-2953
role-134,user-6329
role-134,user-1125
role-134,user-23
role-134,user-747
role-134,user-810
role-134,user-4755
role-134,user-6733
role-134,user-3871
role-134,user-5983
role-134,user-5078
role-134,user-669
role-134,user-3705
role-134,user-5359
role-134,user-3700
role-134,user-4609
role-134,user-7080
role-134,user-1644
role-134,user-2436
role-134,user-3471
role-134,user-2124
role-134,user-3661
role-135,#N/A
role-135,user-6200
role-135,user-5359
role-135,user-399
role-135,user-3239
role-135,user-2124
role-136,user-6200
role-137,#N/A
role-137,user-6200
role-137,user-4349
role-137,user-417
role-137,user-1662
role-137,user-6834
role-137,user-2168
role-137,user-903
role-137,user-3224
role-137,user-2756
role-137,user-5359
role-137,user-1977
role-137,user-2743
role-137,user-399
role-137,user-2124
role-138,#N/A
role-139,#N/A
role-140,user-280
role-140,user-1753
role-141,user-1928
role-141,user-3706
role-141,user-4905
role-142,user-1928
role-142,user-3706
role-142,user-4905
role-143,user-4724
role-143,#N/A
role-143,user-2321
role-143,user-1400
role-143,user-1753
role-143,user-280
role-143,user-1451
role-143,user-1249
role-143,user-2223
role-143,user-3871
role-143,user-2199
role-143,user-3552
role-144,#N/A
role-145,user-6839
role-145,#N/A
role-146,#N/A
role-147,user-2543
role-147,#N/A
role-147,user-5895
role-147,user-978
role-147,user-4058
role-147,user-3365
role-147,user-1913
role-147,user-3498
role-147,user-634
role-147,user-5537
role-147,user-967
role-147,user-3552
role-147,user-4326
role-147,user-4724
role-148,user-323
role-148,#N/A
role-148,user-5697
role-148,user-5338
role-148,user-2218
role-148,user-396
role-148,user-3498
role-148,user-5537
role-148,user-3552
role-149,#N/A
role-150,user-323
role-150,#N/A
role-150,user-5697
role-150,user-2968
role-150,user-5338
role-150,user-3365
role-150,user-2218
role-150,user-396
role-150,user-3498
role-150,user-634
role-150,user-5537
role-150,user-3552
role-151,#N/A
role-152,user-3530
role-152,#N/A
role-152,user-6060
role-152,user-5697
role-152,user-5770
role-152,user-2968
role-152,user-5338
role-152,user-927
role-152,user-3365
role-152,user-396
role-152,user-3543
role-152,user-867
role-152,user-3252
role-152,user-620
role-152,user-3498
role-152,user-4551
role-152,user-1066
role-152,user-4444
role-152,user-634
role-152,user-5537
role-152,user-4520
role-152,user-3552
role-152,user-4720
role-152,user-323
role-152,user-1445
role-153,#N/A
role-153,user-1943
role-153,user-4487
role-153,user-3429
role-153,user-3414
role-153,user-4456
role-154,user-5537
role-154,#N/A
role-154,user-5697
role-154,user-2968
role-154,user-5338
role-154,user-396
role-154,user-3498
role-155,#N/A
role-156,#N/A
role-157,#N/A
role-158,#N/A
role-159,user-2019
role-159,#N/A
role-159,user-4932
role-160,#N/A
role-161,user-5654
role-162,user-4133
role-163,user-4067
role-163,#N/A
role-163,user-6340
role-163,user-6363
role-163,user-5697
role-163,user-1920
role-163,user-1672
role-163,user-619
role-163,user-1395
role-163,user-5895
role-163,user-1598
role-163,user-2694
role-163,user-2968
role-163,user-5338
role-163,user-3365
role-163,user-317
role-163,user-299
role-163,user-3476
role-163,user-396
role-163,user-5579
role-163,user-4879
role-163,user-3130
role-163,user-2559
role-163,user-3432
role-163,user-378
role-163,user-1565
role-163,user-634
role-163,user-3552
role-163,user-493
role-163,user-44
role-163,user-1630
role-163,user-4546
role-163,user-1810
role-163,user-2766
role-163,user-4326
role-163,user-4724
role-163,user-2369
role-163,user-2543
role-163,user-3139
role-163,user-3661
role-164,user-5654
role-165,#N/A
role-166,user-1050
role-167,#N/A
role-168,#N/A
role-168,user-3871
role-168,user-3552
role-168,user-4724
role-169,#N/A
role-169,user-2321
role-169,user-1400
role-169,user-1753
role-169,user-280
role-169,user-1451
role-169,user-1249
role-169,user-2223
role-169,user-3871
role-169,user-2199
role-169,user-3552
role-169,user-4724
role-170,user-5889
role-171,#N/A
role-172,user-5954
role-172,#N/A
role-172,user-2715
role-173,user-5954
role-173,#N/A
role-173,user-2715
role-174,user-5954
role-174,#N/A
role-174,user-2715
role-175,user-5954
role-175,#N/A
role-175,user-2350
role-175,user-5067
role-175,user-2715
role-175,user-3355
role-176,user-5954
role-176,user-479
role-176,user-2350
role-176,#N/A
role-176,user-2715
role-177,user-5954
role-177,#N/A
role-177,user-2715
role-177,user-3355
role-178,user-5954
role-178,#N/A
role-178,user-2715
role-179,user-4801
role-180,user-4588
role-180,#N/A
role-180,user-4801
role-181,user-6839
role-181,#N/A
role-181,user-4580
role-181,user-1161
role-181,user-5182
role-181,user-3335
role-181,user-4296
role-182,#N/A
role-183,user-6839
role-183,#N/A
role-184,#N/A
role-185,user-1349
role-185,user-2734
role-185,user-216
role-185,user-1149
role-185,user-1959
role-185,user-4954
role-185,user-385
role-185,user-172
role-185,user-3070
role-186,user-2983
role-186,#N/A
role-186,user-2475
role-186,user-195
role-187,#N/A
role-188,#N/A
role-189,user-6839
role-189,#N/A
role-190,#N/A
role-191,#N/A
role-191,user-4919
role-192,user-1569
role-192,#N/A
role-192,user-5971
role-192,user-2854
role-192,user-4919
role-192,user-2892
role-192,user-5789
role-192,user-5258
role-192,user-6844
role-192,user-2983
role-193,user-1569
role-193,#N/A
role-193,user-5971
role-193,user-5258
role-194,#N/A
role-194,user-4987
role-195,#N/A
role-196,#N/A
role-196,user-4051
role-196,user-2033
role-196,user-4144
role-196,user-808
role-196,user-4298
role-196,user-3899
role-196,user-423
role-197,user-4988
role-197,#N/A
role-197,user-4575
role-198,#N/A
role-198,user-347
role-198,user-5971
role-198,user-2854
role-198,user-5789
role-198,user-5258
role-198,user-6844
role-198,user-2983
role-199,user-3355
role-199,#N/A
role-199,user-5665
role-199,user-4209
role-199,user-3781
role-199,user-5042
role-199,user-5599
role-199,user-5461
role-199,user-4571
role-199,user-316
role-199,user-5971
role-199,user-3571
role-199,user-5027
role-199,user-5130
role-199,user-4276
role-199,user-5434
role-199,user-5508
role-199,user-3505
role-199,user-5035
role-199,user-4171
role-199,user-4874
role-199,user-4837
role-199,user-4719
role-199,user-5142
role-199,user-2854
role-199,user-4641
role-199,user-3763
role-199,user-4436
role-199,user-4749
role-199,user-2988
role-199,user-4596
role-199,user-2978
role-200,#N/A
role-200,user-2854
role-200,user-5258
role-200,user-6844
role-200,user-2097
role-201,#N/A
role-201,user-2854
role-201,user-181
role-201,user-5258
role-202,user-2983
role-202,#N/A
role-202,user-5185
role-203,#N/A
role-203,user-5971
role-203,user-2854
role-203,user-5258
role-203,user-6844
role-203,user-2983
role-203,user-1569
role-204,#N/A
role-204,user-5971
role-204,user-2854
role-204,user-5258
role-204,user-2983
role-204,user-1569
role-205,#N/A
role-206,#N/A
role-206,user-4971
role-207,#N/A
role-208,#N/A
role-208,user-2593
role-209,#N/A
role-210,user-4988
role-210,#N/A
role-210,user-4575
role-211,user-1569
role-211,#N/A
role-211,user-5971
role-211,user-2854
role-211,user-3706
role-211,user-5789
role-211,user-5258
role-211,user-6844
role-212,#N/A
role-212,user-4309
role-213,#N/A
role-213,user-5421
role-213,user-4167
role-213,user-5185
role-214,#N/A
role-215,#N/A
role-216,#N/A
role-217,#N/A
role-218,user-5717
role-218,#N/A
role-219,#N/A
role-220,#N/A
role-221,user-2715
role-221,#N/A
role-222,user-6839
role-222,#N/A
role-222,user-1161
role-222,user-3335
role-222,user-4296
role-223,user-6839
role-223,#N/A
role-224,user-6839
role-224,#N/A
role-225,user-1173
role-225,user-2580
role-225,user-3535
role-225,user-3119
role-225,user-3524
role-225,user-2304
role-226,#N/A
role-226,user-3394
role-226,user-5688
role-226,user-3422
role-226,user-1063
role-226,user-3113
role-226,user-117
role-226,user-5028
role-226,user-4235
role-226,user-1103
role-226,user-3124
role-226,user-4781
role-226,user-2603
role-226,user-2904
role-226,user-4396
role-227,#N/A
role-227,user-3394
role-227,user-5688
role-227,user-3422
role-227,user-1063
role-227,user-3113
role-227,user-117
role-227,user-5028
role-227,user-4235
role-227,user-1103
role-227,user-3124
role-227,user-4781
role-227,user-2603
role-227,user-2904
role-227,user-4396
role-228,#N/A
role-229,user-5484
role-229,#N/A
role-229,user-2475
role-229,user-195
role-229,user-2715
role-230,#N/A
role-230,user-4011
role-230,user-4590
role-231,#N/A
role-232,#N/A
role-233,user-6839
role-233,#N/A
role-234,#N/A
role-235,#N/A
role-236,#N/A
role-236,user-2033
role-236,user-4144
role-236,user-808
role-236,user-4298
role-236,user-3899
role-236,user-423
role-237,user-4988
role-237,#N/A
role-237,user-4575
role-238,#N/A
role-238,user-5971
role-238,user-2854
role-238,user-5258
role-238,user-2983
role-238,user-1569
role-239,#N/A
role-240,#N/A
role-241,#N/A
role-242,#N/A
role-243,#N/A
role-244,#N/A
role-245,#N/A
role-246,#N/A
role-246,user-5682
role-246,user-5433
role-247,#N/A
role-248,#N/A
role-249,#N/A
role-250,#N/A
role-250,user-6977
role-251,#N/A
role-252,#N/A
role-253,#N/A
role-254,#N/A
role-254,user-6977
role-255,#N/A
role-256,#N/A
role-257,#N/A
role-258,#N/A
role-259,#N/A
role-260,#N/A
role-261,#N/A
role-262,#N/A
role-263,#N/A
role-264,#N/A
role-264,user-4374
role-265,#N/A
role-265,user-4618
role-266,#N/A
role-267,#N/A
role-268,#N/A
role-268,user-4374
role-269,#N/A
role-269,user-4618
role-270,#N/A
role-270,user-3195
role-271,#N/A
role-272,#N/A
role-273,#N/A
role-274,#N/A
role-275,#N/A
role-276,#N/A
role-277,#N/A
role-278,#N/A
role-279,#N/A
role-280,#N/A
role-281,#N/A
role-282,#N/A
role-283,#N/A
role-284,#N/A
role-285,#N/A
role-286,#N/A
role-287,#N/A
role-288,#N/A
role-289,#N/A
role-290,#N/A
role-291,#N/A
role-292,#N/A
role-293,#N/A
role-294,#N/A
role-295,#N/A
role-295,user-5681
role-296,#N/A
role-296,user-6003
role-296,user-5215
role-296,user-6977
role-297,#N/A
role-298,#N/A
role-299,#N/A
role-300,#N/A
role-301,#N/A
role-302,#N/A
role-303,#N/A
role-304,#N/A
role-305,#N/A
role-306,#N/A
role-307,#N/A
role-308,#N/A
role-309,#N/A
role-310,#N/A
role-311,#N/A
role-312,#N/A
role-313,#N/A
role-314,#N/A
role-315,#N/A
role-316,#N/A
role-317,#N/A
role-318,#N/A
role-319,#N/A
role-320,#N/A
role-321,#N/A
role-322,#N/A
role-323,#N/A
role-324,#N/A
role-325,#N/A
role-326,#N/A
role-327,#N/A
role-328,#N/A
role-329,#N/A
role-330,#N/A
role-331,#N/A
role-332,#N/A
role-333,#N/A
role-334,#N/A
role-335,#N/A
role-336,#N/A
role-337,#N/A
role-338,#N/A
role-339,#N/A
role-340,#N/A
role-341,#N/A
role-342,#N/A
role-343,#N/A
role-344,#N/A
role-345,#N/A
role-346,#N/A
role-347,#N/A
role-348,#N/A
role-349,#N/A
role-350,#N/A
role-351,#N/A
role-352,#N/A
role-353,#N/A
role-354,#N/A
role-355,#N/A
role-356,#N/A
role-357,#N/A
role-358,#N/A
role-359,#N/A
role-360,#N/A
role-360,user-5681
role-361,#N/A
role-362,#N/A
role-363,#N/A
role-364,#N/A
role-365,#N/A
role-366,#N/A
role-367,#N/A
role-368,#N/A
role-369,#N/A
role-370,#N/A
role-371,#N/A
role-372,#N/A
role-373,#N/A
role-374,#N/A
role-375,#N/A
role-376,#N/A
role-377,#N/A
role-378,#N/A
role-379,#N/A
role-380,#N/A
role-381,#N/A
role-382,#N/A
role-383,user-5683
role-384,user-5683
role-384,#N/A
role-385,#N/A
role-386,#N/A
role-387,#N/A
role-388,#N/A
role-389,#N/A
role-390,user-2487
role-390,#N/A
role-390,user-4343
role-390,user-4153
role-391,#N/A
role-392,#N/A
role-393,#N/A
role-394,#N/A
role-395,#N/A
role-396,#N/A
role-397,#N/A
role-398,#N/A
role-399,#N/A
role-400,#N/A
role-401,#N/A
role-402,#N/A
role-403,#N/A
role-404,#N/A
role-405,#N/A
role-406,#N/A
role-407,#N/A
role-408,#N/A
role-409,#N/A
role-410,#N/A
role-411,#N/A
role-412,#N/A
role-413,#N/A
role-414,#N/A
role-415,#N/A
role-416,#N/A
role-417,#N/A
role-418,#N/A
role-419,#N/A
role-420,#N/A
role-421,#N/A
role-422,#N/A
role-423,#N/A
role-424,#N/A
role-425,#N/A
role-426,#N/A
role-427,#N/A
role-428,#N/A
role-429,#N/A
role-430,#N/A
role-431,#N/A
role-432,#N/A
role-433,#N/A
role-434,#N/A
role-435,#N/A
role-436,#N/A
role-437,#N/A
role-438,#N/A
role-439,#N/A
role-440,#N/A
role-441,#N/A
role-442,#N/A
role-443,#N/A
role-444,#N/A
role-445,#N/A
role-446,#N/A
role-447,#N/A
role-448,#N/A
role-449,#N/A
role-450,#N/A
role-451,#N/A
role-452,#N/A
role-453,#N/A
role-454,#N/A
role-455,#N/A
role-456,#N/A
role-457,#N/A
role-458,#N/A
role-459,#N/A
role-460,#N/A
role-461,#N/A
role-462,#N/A
role-462,user-6977
role-463,#N/A
role-464,#N/A
role-465,#N/A
role-466,#N/A
role-467,#N/A
role-468,#N/A
role-469,#N/A
role-470,#N/A
role-471,#N/A
role-472,#N/A
role-473,#N/A
role-474,#N/A
role-475,#N/A
role-476,#N/A
role-477,#N/A
role-478,#N/A
role-479,#N/A
role-480,#N/A
role-480,user-4374
role-481,#N/A
role-482,#N/A
role-483,#N/A
role-484,#N/A
role-484,user-4374
role-485,#N/A
role-486,#N/A
role-487,user-2487
role-487,#N/A
role-487,user-4374
role-487,user-4153
role-488,#N/A
role-489,#N/A
role-490,user-5683
role-490,#N/A
role-490,user-6003
role-490,user-5682
role-490,user-5215
role-490,user-5433
role-491,#N/A
role-491,user-4374
role-492,#N/A
role-493,#N/A
role-493,user-6977
role-493,user-5681
role-494,#N/A
role-494,user-5682
role-494,user-5215
role-494,user-5433
role-494,user-5683
role-495,#N/A
role-496,#N/A
role-497,#N/A
role-498,#N/A
role-499,#N/A
role-500,#N/A
role-501,#N/A
role-502,#N/A
role-503,#N/A
role-504,#N/A
role-505,#N/A
role-506,#N/A
role-507,#N/A
role-508,#N/A
role-509,#N/A
role-510,#N/A
role-511,#N/A
role-512,#N/A
role-513,#N/A
role-514,#N/A
role-515,#N/A
role-516,#N/A
role-517,#N/A
role-518,#N/A
role-519,#N/A
role-520,#N/A
role-521,#N/A
role-522,#N/A
role-523,#N/A
role-524,#N/A
role-525,#N/A
role-526,#N/A
role-527,#N/A
role-528,#N/A
role-529,#N/A
role-530,#N/A
role-531,#N/A
role-531,user-5258
